,Background,Pier,Girder,Deck,Parapet
Background,175.0,2.0,2.0,0.0,0.0
Pier,0.0,682.0,6.0,0.0,0.0
Girder,0.0,1.0,653.0,0.0,4.0
Deck,0.0,0.0,0.0,616.0,25.0
Parapet,1.0,0.0,0.0,8.0,1167.0
