,Background,Pier,Girder,Deck,Parapet
Background,1293102.0,14530.0,25723.0,1494.0,4003.0
Pier,12151.0,5296072.0,66869.0,5.0,0.0
Girder,3806.0,3349.0,5341722.0,4389.0,21831.0
Deck,3799.0,0.0,6290.0,5224769.0,140239.0
Parapet,5900.0,0.0,69049.0,89515.0,9253441.0
