,Background,Pier,Girder,Deck,Parapet
Background,104874.0,77.0,951.0,223.0,183.0
Pier,723.0,17543.0,535.0,13.0,0.0
Girder,1799.0,229.0,39033.0,1951.0,279.0
Deck,616.0,6.0,3310.0,26169.0,700.0
Parapet,1133.0,0.0,870.0,497.0,3086.0
