,Background,Pier,Girder,Deck,Parapet
Background,212027.0,151.0,2280.0,272.0,196.0
Pier,2755.0,23503.0,948.0,14.0,0.0
Girder,3990.0,301.0,88394.0,3065.0,491.0
Deck,3936.0,7.0,4818.0,48898.0,1007.0
Parapet,2897.0,0.0,1640.0,926.0,7084.0
