,Background,Pier,Girder,Deck,Parapet
Background,65.0,4.0,0.0,0.0,0.0
Pier,0.0,311.0,7.0,0.0,0.0
Girder,1.0,2.0,304.0,1.0,2.0
Deck,0.0,0.0,0.0,288.0,4.0
Parapet,0.0,0.0,2.0,2.0,499.0
