,Background,Pier,Girder,Deck,Parapet
Background,68.0,1.0,4.0,0.0,0.0
Pier,4.0,264.0,17.0,0.0,0.0
Girder,0.0,0.0,291.0,0.0,6.0
Deck,0.0,0.0,0.0,287.0,12.0
Parapet,0.0,0.0,2.0,2.0,525.0
