,Background,Pier,Girder,Deck,Parapet
Background,39.0,3.0,2.0,0.0,0.0
Pier,0.0,185.0,4.0,0.0,0.0
Girder,1.0,4.0,161.0,1.0,5.0
Deck,0.0,0.0,0.0,176.0,9.0
Parapet,0.0,0.0,0.0,2.0,304.0
