,Background,Pier,Girder,Deck,Parapet
Background,1394430.0,37416.0,30528.0,44.0,58.0
Pier,15719.0,5714207.0,141290.0,118.0,77.0
Girder,16531.0,147579.0,5518672.0,23549.0,165080.0
Deck,54.0,588.0,108049.0,5579989.0,182731.0
Parapet,465.0,1594.0,38451.0,65960.0,10181045.0
