File,mIoU,Accuracy,F1_Score
HB-15-1.h5,92.57675409317017,96.76331877708435,96.81411816194385
HB-15-2.h5,95.96101641654968,98.32439422607422,98.32553169424568
HB-20-1.h5,94.87937688827515,97.07057476043701,97.07925225472758
HB-20-2.h5,92.02417135238647,96.54017686843872,96.55449441972411
HB-8.h5,92.8889274597168,96.42716646194458,96.43168434473782
